JobId,User,Queue,SubmitTime,BeginTime,FinishedTime,SlotNum,RunTime,SummaryTime,Status,ExecutionCmd
205853,dnabox,bioblade,2018/04/19/12:00,2018/04/19/12:00,2018/04/19/12:00,1,0,0,Done,python
205856,dnabox,bioblade,2018/04/19/12:00,2018/04/19/12:00,2018/04/19/12:00,1,1,1,Done,python
205855,dnabox,bioblade,2018/04/19/12:00,2018/04/19/12:00,2018/04/19/12:02,8,117,936,Done,python
205854,dnabox,bioblade,2018/04/19/12:00,2018/04/19/12:00,2018/04/19/12:02,1,140,140,Done,python
205857,dnabox,bioblade,2018/04/19/12:05,2018/04/19/12:05,2018/04/19/12:05,1,3,3,Done,python
205862,dnabox,bioblade,2018/04/19/12:05,2018/04/19/12:05,2018/04/19/12:05,1,0,0,Done,python
205861,dnabox,bioblade,2018/04/19/12:05,2018/04/19/12:05,2018/04/19/12:07,8,121,968,Done,python
205859,dnabox,bioblade,2018/04/19/12:05,2018/04/19/12:05,2018/04/19/12:07,8,125,1000,Done,python
205860,dnabox,bioblade,2018/04/19/12:05,2018/04/19/12:05,2018/04/19/12:07,1,156,156,Done,python
205842,dnabox,bioblade,2018/04/19/11:45,2018/04/19/11:45,2018/04/19/12:08,1,1392,1392,Done,python
205863,dnabox,bioblade,2018/04/19/12:10,2018/04/19/12:10,2018/04/19/12:10,1,1,1,Done,python
205864,dnabox,bioblade,2018/04/19/12:10,2018/04/19/12:10,2018/04/19/12:10,1,1,1,Done,python
205846,dnabox,bioblade,2018/04/19/11:50,2018/04/19/11:50,2018/04/19/12:12,1,1324,1324,Done,python
205866,dnabox,bioblade,2018/04/19/12:15,2018/04/19/12:15,2018/04/19/12:15,1,1,1,Done,python
205867,dnabox,bioblade,2018/04/19/12:15,2018/04/19/12:15,2018/04/19/12:15,1,1,1,Done,python
205868,dnabox,bioblade,2018/04/19/12:20,2018/04/19/12:20,2018/04/19/12:20,1,1,1,Done,python
205869,dnabox,bioblade,2018/04/19/12:20,2018/04/19/12:20,2018/04/19/12:20,1,0,0,Done,python
205870,dnabox,bioblade,2018/04/19/12:25,2018/04/19/12:25,2018/04/19/12:25,1,2,2,Done,python
205871,dnabox,bioblade,2018/04/19/12:30,2018/04/19/12:30,2018/04/19/12:30,1,1,1,Done,python
205872,dnabox,bioblade,2018/04/19/12:30,2018/04/19/12:30,2018/04/19/12:30,1,1,1,Done,python
205865,dnabox,bioblade,2018/04/19/12:10,2018/04/19/12:10,2018/04/19/13:52,1,6112,6112,Done,python
205876,dnabox,bioblade,2018/04/19/14:19,2018/04/19/14:19,2018/04/19/14:19,1,1,1,Done,python
205879,dnabox,bioblade,2018/04/19/14:19,2018/04/19/14:19,2018/04/19/14:19,1,0,0,Done,python
205881,dnabox,bioblade,2018/04/19/14:20,2018/04/19/14:20,2018/04/19/14:22,1,145,145,Done,python
205877,dnabox,bioblade,2018/04/19/14:19,2018/04/19/14:19,2018/04/19/14:44,1,1489,1489,Done,python
205883,dnabox,bioblade,2018/04/19/14:45,2018/04/19/14:45,2018/04/19/15:04,1,1161,1161,Done,python
205882,dnabox,bioblade,2018/04/19/14:45,2018/04/19/14:45,2018/04/19/15:16,8,1899,15192,Done,python
205887,dnabox,bioblade,2018/04/19/15:20,2018/04/19/15:20,2018/04/19/15:27,8,427,3416,Done,python
205878,dnabox,bioblade,2018/04/19/14:19,2018/04/19/14:19,2018/04/19/15:33,1,4422,4422,Done,python
205880,dnabox,bioblade,2018/04/19/14:19,2018/04/19/14:19,2018/04/19/15:36,1,4641,4641,Done,python
205886,dnabox,bioblade,2018/04/19/15:20,2018/04/19/15:20,2018/04/19/15:47,1,1623,1623,Done,python
205885,dnabox,bioblade,2018/04/19/15:20,2018/04/19/15:20,2018/04/19/15:47,8,1661,13288,Done,python
205889,dnabox,bioblade,2018/04/19/15:35,2018/04/19/15:35,2018/04/19/16:01,1,1560,1560,Done,python
205892,dnabox,bioblade,2018/04/19/15:40,2018/04/19/15:40,2018/04/19/16:03,1,1425,1425,Done,python
205906,dnabox,bioblade,2018/04/19/16:05,2018/04/19/16:05,2018/04/19/16:05,1,2,2,Done,python
205890,dnabox,bioblade,2018/04/19/15:35,2018/04/19/15:35,2018/04/19/16:13,8,2291,18328,Done,python
205891,dnabox,bioblade,2018/04/19/15:40,2018/04/19/15:40,2018/04/19/16:16,8,2180,17440,Done,python
205909,dnabox,bioblade,2018/04/19/16:15,2018/04/19/16:15,2018/04/19/16:21,8,371,2968,Done,python
205913,dnabox,bioblade,2018/04/19/16:20,2018/04/19/16:20,2018/04/19/16:26,8,373,2984,Done,python
205908,dnabox,bioblade,2018/04/19/16:15,2018/04/19/16:15,2018/04/19/16:45,1,1804,1804,Done,python
205910,dnabox,bioblade,2018/04/19/16:15,2018/04/19/16:15,2018/04/19/16:46,8,1906,15248,Done,python
205912,dnabox,bioblade,2018/04/19/16:20,2018/04/19/16:20,2018/04/19/16:48,1,1711,1711,Done,python
205924,dnabox,bioblade,2018/04/19/16:50,2018/04/19/16:50,2018/04/19/16:50,1,2,2,Done,python
205925,dnabox,bioblade,2018/04/19/16:50,2018/04/19/16:50,2018/04/19/16:50,1,2,2,Done,python
205914,dnabox,bioblade,2018/04/19/16:20,2018/04/19/16:20,2018/04/19/16:54,8,2045,16360,Done,python
205929,dnabox,bioblade,2018/04/19/16:55,2018/04/19/16:55,2018/04/19/17:09,1,872,872,Done,python
205888,dnabox,bioblade,2018/04/19/15:20,2018/04/19/15:20,2018/04/19/17:29,1,7769,7769,Done,python
205900,dnabox,bioblade,2018/04/19/15:50,2018/04/19/15:50,2018/04/19/17:30,1,6032,6032,Done,python
205911,dnabox,bioblade,2018/04/19/16:15,2018/04/19/16:15,2018/04/19/18:10,1,6893,6893,Done,python
205884,dnabox,bioblade,2018/04/19/15:14,2018/04/19/15:14,2018/04/19/18:20,1,11175,11175,Done,blastall
205915,dnabox,bioblade,2018/04/19/16:20,2018/04/19/16:20,2018/04/19/18:28,1,7728,7728,Done,python
205926,dnabox,bioblade,2018/04/19/16:50,2018/04/19/16:50,2018/04/19/18:29,1,5990,5990,Done,python
205939,dnabox,bioblade,2018/04/19/18:30,2018/04/19/18:30,2018/04/19/18:30,1,3,3,Done,python
205833,dnabox,bioblade,2018/04/19/09:37,2018/04/19/09:37,2018/04/20/09:02,1,40360,40360,Exit,sh
205982,dnabox,bioblade,2018/04/20/10:09,2018/04/20/10:09,2018/04/23/14:16,1,274023,274023,Exit,blastall
206112,dnabox,bioblade,2018/04/23/14:15,2018/04/23/14:15,2018/04/23/14:30,1,932,932,Exit,blastall
206122,dnabox,bioblade,2018/04/23/15:52,2018/04/23/15:52,2018/04/23/15:53,1,12,12,Done,perl
206123,dnabox,bioblade,2018/04/23/15:55,2018/04/23/15:55,2018/04/23/15:56,1,23,23,Done,perl
206125,dnabox,bioblade,2018/04/23/16:12,2018/04/23/16:12,2018/04/23/16:48,1,2136,2136,Done,perl
206126,dnabox,bioblade,2018/04/23/16:13,2018/04/23/16:13,2018/04/23/16:49,1,2136,2136,Done,perl
206138,dnabox,bioblade,2018/04/23/16:47,2018/04/23/16:47,2018/04/23/16:51,1,217,217,Done,cutadapt
206139,dnabox,bioblade,2018/04/23/16:52,2018/04/23/16:52,2018/04/23/16:55,1,149,149,Done,cutadapt
206140,dnabox,bioblade,2018/04/23/17:00,2018/04/23/17:00,2018/04/23/17:02,1,139,139,Done,python
206128,dnabox,bioblade,2018/04/23/16:32,2018/04/23/16:32,2018/04/23/17:07,1,2074,2074,Done,perl
206127,dnabox,bioblade,2018/04/23/16:32,2018/04/23/16:32,2018/04/23/17:07,1,2121,2121,Done,perl
206141,dnabox,bioblade,2018/04/23/17:07,2018/04/23/17:07,2018/04/23/17:07,1,39,39,Done,python
206131,dnabox,bioblade,2018/04/23/16:34,2018/04/23/16:34,2018/04/23/17:10,1,2132,2132,Done,perl
206133,dnabox,bioblade,2018/04/23/16:37,2018/04/23/16:37,2018/04/23/17:11,1,2067,2067,Done,perl
206130,dnabox,bioblade,2018/04/23/16:34,2018/04/23/16:34,2018/04/23/17:12,1,2259,2259,Done,perl
206135,dnabox,bioblade,2018/04/23/16:38,2018/04/23/16:38,2018/04/23/17:13,1,2059,2059,Done,perl
206134,dnabox,bioblade,2018/04/23/16:38,2018/04/23/16:38,2018/04/23/17:13,1,2109,2109,Done,perl
206132,dnabox,bioblade,2018/04/23/16:36,2018/04/23/16:36,2018/04/23/17:13,1,2212,2212,Done,perl
206137,dnabox,bioblade,2018/04/23/16:40,2018/04/23/16:40,2018/04/23/17:14,1,2028,2028,Done,perl
206136,dnabox,bioblade,2018/04/23/16:40,2018/04/23/16:40,2018/04/23/17:15,1,2133,2133,Done,perl
206159,dnabox,bioblade,2018/04/24/13:11,2018/04/24/13:11,2018/04/24/13:45,1,2066,2066,Done,perl
206161,dnabox,bioblade,2018/04/24/13:12,2018/04/24/13:12,2018/04/24/13:46,1,2069,2069,Done,perl
206158,dnabox,bioblade,2018/04/24/13:10,2018/04/24/13:10,2018/04/24/13:47,1,2191,2191,Done,perl
206160,dnabox,bioblade,2018/04/24/13:12,2018/04/24/13:12,2018/04/24/13:47,1,2121,2121,Done,perl
206163,dnabox,bioblade,2018/04/24/13:13,2018/04/24/13:13,2018/04/24/13:47,1,2068,2068,Done,perl
206162,dnabox,bioblade,2018/04/24/13:13,2018/04/24/13:13,2018/04/24/13:49,1,2178,2178,Done,perl
206245,dnabox,bioblade,2018/04/25/11:17,2018/04/25/11:17,2018/04/25/11:18,1,64,64,Exit,python
206246,dnabox,bioblade,2018/04/25/11:18,2018/04/25/11:18,2018/04/25/11:24,1,353,353,Done,python
206233,dnabox,bioblade,2018/04/25/10:13,2018/04/25/10:13,2018/04/25/12:04,1,6643,6643,Done,python
206235,dnabox,bioblade,2018/04/25/10:32,2018/04/25/10:32,2018/04/25/12:25,1,6756,6756,Done,python
206261,dnabox,bioblade,2018/04/25/12:49,2018/04/25/12:49,2018/04/25/12:49,1,17,17,Done,python
206262,dnabox,bioblade,2018/04/25/12:51,2018/04/25/12:51,2018/04/25/12:51,1,17,17,Done,python
206425,dnabox,bioblade,2018/04/25/18:16,2018/04/25/18:16,2018/04/25/18:56,1,2369,2369,Done,python
206424,dnabox,bioblade,2018/04/25/18:16,2018/04/25/18:16,2018/04/25/18:57,1,2458,2458,Done,python
206427,dnabox,bioblade,2018/04/25/18:17,2018/04/25/18:17,2018/04/25/18:57,1,2405,2405,Done,python
206422,dnabox,bioblade,2018/04/25/18:16,2018/04/25/18:16,2018/04/25/19:00,1,2631,2631,Done,python
206423,dnabox,bioblade,2018/04/25/18:16,2018/04/25/18:16,2018/04/25/19:01,1,2714,2714,Done,python
206426,dnabox,bioblade,2018/04/25/18:16,2018/04/25/18:16,2018/04/25/19:03,1,2833,2833,Done,python
206432,dnabox,bioblade,2018/04/25/18:57,2018/04/25/18:57,2018/04/25/19:09,1,689,689,Done,python
206434,dnabox,bioblade,2018/04/25/18:57,2018/04/25/18:57,2018/04/25/19:13,1,949,949,Done,python
206435,dnabox,bioblade,2018/04/25/19:02,2018/04/25/19:02,2018/04/25/19:15,1,740,740,Done,python
206433,dnabox,bioblade,2018/04/25/18:57,2018/04/25/18:57,2018/04/25/19:15,8,1063,8504,Done,python
206431,dnabox,bioblade,2018/04/25/18:57,2018/04/25/18:57,2018/04/25/19:16,8,1120,8960,Done,python
206438,dnabox,bioblade,2018/04/25/19:02,2018/04/25/19:02,2018/04/25/19:21,1,1102,1102,Done,python
206442,dnabox,bioblade,2018/04/25/19:07,2018/04/25/19:07,2018/04/25/19:24,1,1029,1029,Done,python
206440,dnabox,bioblade,2018/04/25/19:07,2018/04/25/19:07,2018/04/25/19:26,1,1092,1092,Done,python
206453,dnabox,bioblade,2018/04/25/19:27,2018/04/25/19:27,2018/04/25/19:27,1,3,3,Done,python
206448,dnabox,bioblade,2018/04/25/19:17,2018/04/25/19:17,2018/04/25/19:28,8,627,5016,Done,python
206436,dnabox,bioblade,2018/04/25/19:02,2018/04/25/19:02,2018/04/25/19:28,8,1541,12328,Done,python
206439,dnabox,bioblade,2018/04/25/19:02,2018/04/25/19:02,2018/04/25/19:30,8,1675,13400,Done,python
206437,dnabox,bioblade,2018/04/25/19:02,2018/04/25/19:02,2018/04/25/19:30,8,1676,13408,Done,python
206441,dnabox,bioblade,2018/04/25/19:07,2018/04/25/19:07,2018/04/25/19:35,8,1643,13144,Done,python
206450,dnabox,bioblade,2018/04/25/19:22,2018/04/25/19:22,2018/04/25/19:41,8,1096,8768,Done,python
206471,dnabox,bioblade,2018/04/25/19:45,2018/04/25/19:45,2018/04/25/19:45,1,0,0,Done,blastall
206445,dnabox,bioblade,2018/04/25/19:17,2018/04/25/19:17,2018/04/25/19:49,1,1896,1896,Done,python
206475,dnabox,bioblade,2018/04/25/19:47,2018/04/25/19:47,2018/04/25/19:50,1,146,146,Exit,blastall
206472,dnabox,bioblade,2018/04/25/19:46,2018/04/25/19:46,2018/04/25/19:50,1,231,231,Exit,blastall
206455,dnabox,bioblade,2018/04/25/19:32,2018/04/25/19:32,2018/04/25/19:52,8,1198,9584,Done,python
206449,dnabox,bioblade,2018/04/25/19:17,2018/04/25/19:17,2018/04/25/19:55,1,2288,2288,Done,python
206461,dnabox,bioblade,2018/04/25/19:37,2018/04/25/19:37,2018/04/25/19:58,8,1219,9752,Done,python
206476,dnabox,bioblade,2018/04/25/19:51,2018/04/25/19:51,2018/04/25/20:03,1,718,718,Done,blastall
206465,dnabox,bioblade,2018/04/25/19:42,2018/04/25/19:42,2018/04/25/20:03,8,1271,10168,Done,python
206454,dnabox,bioblade,2018/04/25/19:32,2018/04/25/19:32,2018/04/25/20:06,1,2004,2004,Done,python
206473,dnabox,bioblade,2018/04/25/19:47,2018/04/25/19:47,2018/04/25/20:07,8,1183,9464,Done,python
206460,dnabox,bioblade,2018/04/25/19:37,2018/04/25/19:37,2018/04/25/20:20,1,2541,2541,Done,python
206467,dnabox,bioblade,2018/04/25/19:42,2018/04/25/19:42,2018/04/25/20:24,1,2490,2490,Done,python
206464,dnabox,bioblade,2018/04/25/19:42,2018/04/25/19:42,2018/04/25/20:28,1,2763,2763,Done,python
206446,dnabox,bioblade,2018/04/25/19:17,2018/04/25/19:17,2018/04/25/20:29,8,4277,34216,Done,python
206478,dnabox,bioblade,2018/04/25/20:32,2018/04/25/20:32,2018/04/25/20:33,1,26,26,Done,python
206451,dnabox,bioblade,2018/04/25/19:22,2018/04/25/19:22,2018/04/25/21:11,8,6497,51976,Done,python
206482,dnabox,bioblade,2018/04/25/20:37,2018/04/25/20:37,2018/04/25/21:24,1,2797,2797,Done,python
206459,dnabox,bioblade,2018/04/25/19:37,2018/04/25/19:37,2018/04/25/21:38,8,7233,57864,Done,python
206458,dnabox,bioblade,2018/04/25/19:32,2018/04/25/19:32,2018/04/25/21:42,8,7769,62152,Done,python
206492,dnabox,bioblade,2018/04/25/21:42,2018/04/25/21:42,2018/04/25/21:42,1,13,13,Done,python
206456,dnabox,bioblade,2018/04/25/19:32,2018/04/25/19:32,2018/04/25/21:48,8,8115,64920,Done,python
206463,dnabox,bioblade,2018/04/25/19:37,2018/04/25/19:37,2018/04/25/21:51,8,8011,64088,Done,python
206468,dnabox,bioblade,2018/04/25/19:42,2018/04/25/19:42,2018/04/25/21:58,8,8148,65184,Done,python
206479,dnabox,bioblade,2018/04/25/20:32,2018/04/25/20:32,2018/04/25/22:08,1,5767,5767,Done,python
206489,dnabox,bioblade,2018/04/25/21:12,2018/04/25/21:12,2018/04/25/22:51,1,5913,5913,Done,python
206493,dnabox,bioblade,2018/04/25/21:42,2018/04/25/21:42,2018/04/25/23:27,1,6297,6297,Done,python
206497,dnabox,bioblade,2018/04/25/21:52,2018/04/25/21:52,2018/04/25/23:33,1,6018,6018,Done,python
206496,dnabox,bioblade,2018/04/25/21:52,2018/04/25/21:52,2018/04/25/23:33,1,6025,6025,Done,python
206498,dnabox,bioblade,2018/04/25/22:02,2018/04/25/22:02,2018/04/25/23:47,1,6289,6289,Done,python
206447,dnabox,bioblade,2018/04/25/19:17,2018/04/25/19:17,2018/04/26/01:16,1,21496,21496,Done,python
206485,dnabox,bioblade,2018/04/25/20:37,2018/04/25/20:37,2018/04/26/01:35,1,17843,17843,Done,python
206483,dnabox,bioblade,2018/04/25/20:37,2018/04/25/20:37,2018/04/26/02:06,1,19714,19714,Done,python
206484,dnabox,bioblade,2018/04/25/20:37,2018/04/25/20:37,2018/04/26/02:07,1,19758,19758,Done,python
206457,dnabox,bioblade,2018/04/25/19:32,2018/04/25/19:32,2018/04/26/02:55,1,26584,26584,Done,python
206466,dnabox,bioblade,2018/04/25/19:42,2018/04/25/19:42,2018/04/26/03:12,1,27003,27003,Done,python
206452,dnabox,bioblade,2018/04/25/19:22,2018/04/25/19:22,2018/04/26/04:48,1,33930,33930,Done,python
206474,dnabox,bioblade,2018/04/25/19:47,2018/04/25/19:47,2018/04/26/05:53,1,36333,36333,Done,python
206462,dnabox,bioblade,2018/04/25/19:37,2018/04/25/19:37,2018/04/26/06:02,1,37505,37505,Done,python
206509,dnabox,bioblade,2018/04/26/06:07,2018/04/26/06:07,2018/04/26/07:31,1,5025,5025,Done,python
206513,dnabox,bioblade,2018/04/26/09:33,2018/04/26/09:33,2018/04/26/09:34,1,106,106,Done,perl
206516,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:04,1,157,157,Done,python
206521,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:04,1,159,159,Done,python
206515,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:05,1,177,177,Done,python
206518,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:05,1,183,183,Done,python
206514,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:05,1,184,184,Done,python
206519,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:05,1,184,184,Done,python
206517,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:05,1,200,200,Done,python
206520,dnabox,bioblade,2018/04/26/10:02,2018/04/26/10:02,2018/04/26/10:05,1,197,197,Done,python
206524,dnabox,bioblade,2018/04/26/10:07,2018/04/26/10:07,2018/04/26/10:10,1,172,172,Done,python
206523,dnabox,bioblade,2018/04/26/10:07,2018/04/26/10:07,2018/04/26/10:10,1,192,192,Done,python
206522,dnabox,bioblade,2018/04/26/10:07,2018/04/26/10:07,2018/04/26/10:10,1,201,201,Done,python
206526,dnabox,bioblade,2018/04/26/10:07,2018/04/26/10:07,2018/04/26/10:10,1,201,201,Done,python
206525,dnabox,bioblade,2018/04/26/10:07,2018/04/26/10:07,2018/04/26/10:11,1,214,214,Done,python
206534,dnabox,bioblade,2018/04/26/10:12,2018/04/26/10:12,2018/04/26/10:15,1,159,159,Done,python
206530,dnabox,bioblade,2018/04/26/10:12,2018/04/26/10:12,2018/04/26/10:15,1,173,173,Exit,python
206531,dnabox,bioblade,2018/04/26/10:12,2018/04/26/10:12,2018/04/26/10:15,1,172,172,Exit,python
206532,dnabox,bioblade,2018/04/26/10:12,2018/04/26/10:12,2018/04/26/10:15,1,172,172,Exit,python
206533,dnabox,bioblade,2018/04/26/10:12,2018/04/26/10:12,2018/04/26/10:15,1,172,172,Exit,python
206538,dnabox,bioblade,2018/04/26/10:16,2018/04/26/10:16,2018/04/26/10:21,1,334,334,Done,python
206535,dnabox,bioblade,2018/04/26/10:16,2018/04/26/10:16,2018/04/26/10:23,1,463,463,Done,python
206537,dnabox,bioblade,2018/04/26/10:16,2018/04/26/10:16,2018/04/26/10:23,1,468,468,Done,python
206536,dnabox,bioblade,2018/04/26/10:16,2018/04/26/10:16,2018/04/26/10:24,1,521,521,Done,python
206648,dnabox,bioblade,2018/04/26/11:09,2018/04/26/11:09,2018/04/26/11:11,1,91,91,Done,perl
206651,dnabox,bioblade,2018/04/26/11:12,2018/04/26/11:12,2018/04/26/11:12,1,0,0,Done,perl
206649,dnabox,bioblade,2018/04/26/11:11,2018/04/26/11:11,2018/04/26/11:12,1,94,94,Done,perl
206650,dnabox,bioblade,2018/04/26/11:11,2018/04/26/11:11,2018/04/26/11:13,1,87,87,Done,perl
206652,dnabox,bioblade,2018/04/26/11:13,2018/04/26/11:13,2018/04/26/11:14,1,88,88,Done,perl
206742,dnabox,bioblade,2018/04/26/11:22,2018/04/26/11:22,2018/04/26/11:23,1,62,62,Done,python
206744,dnabox,bioblade,2018/04/26/11:22,2018/04/26/11:22,2018/04/26/11:23,1,71,71,Done,python
206743,dnabox,bioblade,2018/04/26/11:22,2018/04/26/11:22,2018/04/26/11:24,1,95,95,Done,python
206745,dnabox,bioblade,2018/04/26/11:22,2018/04/26/11:22,2018/04/26/11:24,1,106,106,Done,python
206746,dnabox,bioblade,2018/04/26/11:27,2018/04/26/11:27,2018/04/26/11:27,1,1,1,Done,python
206747,dnabox,bioblade,2018/04/26/11:27,2018/04/26/11:27,2018/04/26/11:27,1,12,12,Done,python
206749,dnabox,bioblade,2018/04/26/11:27,2018/04/26/11:27,2018/04/26/11:27,1,12,12,Done,python
206750,dnabox,bioblade,2018/04/26/11:27,2018/04/26/11:27,2018/04/26/11:28,1,27,27,Done,python
206748,dnabox,bioblade,2018/04/26/11:27,2018/04/26/11:27,2018/04/26/11:28,1,35,35,Done,python
206823,dnabox,bioblade,2018/04/26/12:23,2018/04/26/12:23,2018/04/26/12:24,1,61,61,Done,python
206825,dnabox,bioblade,2018/04/26/12:23,2018/04/26/12:23,2018/04/26/12:24,1,72,72,Done,python
206824,dnabox,bioblade,2018/04/26/12:23,2018/04/26/12:23,2018/04/26/12:24,1,92,92,Done,python
206826,dnabox,bioblade,2018/04/26/12:23,2018/04/26/12:23,2018/04/26/12:25,1,106,106,Done,python
206827,dnabox,bioblade,2018/04/26/12:27,2018/04/26/12:27,2018/04/26/12:27,1,1,1,Done,python
206828,dnabox,bioblade,2018/04/26/12:27,2018/04/26/12:27,2018/04/26/12:27,1,13,13,Done,python
206830,dnabox,bioblade,2018/04/26/12:27,2018/04/26/12:27,2018/04/26/12:27,1,12,12,Done,python
206831,dnabox,bioblade,2018/04/26/12:27,2018/04/26/12:27,2018/04/26/12:28,1,27,27,Done,python
206829,dnabox,bioblade,2018/04/26/12:27,2018/04/26/12:27,2018/04/26/12:28,1,35,35,Done,python
206954,dnabox,bioblade,2018/04/26/14:31,2018/04/26/14:31,2018/04/26/14:32,1,60,60,Done,python
206956,dnabox,bioblade,2018/04/26/14:31,2018/04/26/14:31,2018/04/26/14:32,1,68,68,Done,python
206955,dnabox,bioblade,2018/04/26/14:31,2018/04/26/14:31,2018/04/26/14:33,1,93,93,Done,python
206957,dnabox,bioblade,2018/04/26/14:31,2018/04/26/14:31,2018/04/26/14:33,1,104,104,Done,python
206958,dnabox,bioblade,2018/04/26/14:37,2018/04/26/14:37,2018/04/26/14:37,1,1,1,Done,python
206960,dnabox,bioblade,2018/04/26/14:37,2018/04/26/14:37,2018/04/26/14:37,1,11,11,Done,python
206962,dnabox,bioblade,2018/04/26/14:37,2018/04/26/14:37,2018/04/26/14:37,1,11,11,Done,python
206961,dnabox,bioblade,2018/04/26/14:37,2018/04/26/14:37,2018/04/26/14:38,1,32,32,Done,python
206959,dnabox,bioblade,2018/04/26/14:37,2018/04/26/14:37,2018/04/26/14:38,1,40,40,Done,python
206973,dnabox,bioblade,2018/04/26/17:12,2018/04/26/17:12,2018/04/26/17:27,1,875,875,Done,python
206974,dnabox,bioblade,2018/04/26/17:29,2018/04/26/17:29,2018/04/26/17:45,1,945,945,Done,python
207022,dnabox,bioblade,2018/04/27/11:14,2018/04/27/11:14,2018/04/27/11:15,1,13,13,Done,python
207055,dnabox,bioblade,2018/04/27/16:09,2018/04/27/16:09,2018/04/27/16:12,1,187,187,Done,cutadapt
207057,dnabox,bioblade,2018/04/27/16:16,2018/04/27/16:16,2018/04/27/16:18,1,134,134,Done,cutadapt
207058,dnabox,bioblade,2018/04/27/16:23,2018/04/27/16:23,2018/04/27/16:26,1,136,136,Done,python
207059,dnabox,bioblade,2018/04/27/16:24,2018/04/27/16:24,2018/04/27/16:26,1,151,151,Done,python
207060,dnabox,bioblade,2018/04/27/16:33,2018/04/27/16:34,2018/04/27/16:34,1,39,39,Done,python
207062,dnabox,bioblade,2018/04/27/16:43,2018/04/27/16:43,2018/04/27/16:48,1,285,285,Done,bowtie-build
207064,dnabox,bioblade,2018/04/27/16:49,2018/04/27/16:49,2018/04/27/16:49,1,6,6,Done,bowtie
207065,dnabox,bioblade,2018/04/27/17:34,2018/04/27/17:34,2018/04/27/19:01,1,5246,5246,Done,python
207094,dnabox,bioblade,2018/04/28/10:57,2018/04/28/10:57,2018/04/28/11:01,1,269,269,Done,bowtie2-build
207099,dnabox,bioblade,2018/04/28/11:06,2018/04/28/11:06,2018/04/28/11:57,1,3055,3055,Done,bowtie2
207098,dnabox,bioblade,2018/04/28/11:05,2018/04/28/11:05,2018/04/28/13:32,1,8781,8781,Done,python
207325,dnabox,bioblade,2018/04/28/13:46,2018/04/28/13:46,2018/04/28/13:46,1,3,3,Done,python
207213,dnabox,bioblade,2018/04/28/12:26,2018/04/28/12:26,2018/04/28/14:17,1,6710,6710,Exit,python
207354,dnabox,bioblade,2018/04/28/14:12,2018/04/28/14:12,2018/04/28/14:57,1,2740,2740,Done,bowtie2
207360,dnabox,bioblade,2018/04/28/14:16,2018/04/28/14:16,2018/04/28/15:03,1,2835,2835,Done,bowtie2
207585,dnabox,bioblade,2018/04/28/17:21,2018/04/28/17:21,2018/04/28/17:21,1,1,1,Done,python
207587,dnabox,bioblade,2018/04/28/17:22,2018/04/28/17:22,2018/04/28/17:23,1,71,71,Done,python
205975,dnabox,bioblade,2018/04/20/09:20,2018/04/20/09:20,2018/05/02/08:02,1,1032116,1032116,Done,sh
210454,dnabox,bioblade,2018/05/02/11:34,2018/05/02/11:34,2018/05/02/11:34,1,3,3,Done,python
210451,dnabox,bioblade,2018/05/02/11:33,2018/05/02/11:33,2018/05/02/11:34,1,18,18,Done,python
210452,dnabox,bioblade,2018/05/02/11:33,2018/05/02/11:33,2018/05/02/11:34,1,18,18,Done,python
210453,dnabox,bioblade,2018/05/02/11:33,2018/05/02/11:33,2018/05/02/11:34,1,17,17,Done,python
210455,dnabox,bioblade,2018/05/02/11:34,2018/05/02/11:34,2018/05/02/11:34,1,1,1,Done,python
210456,dnabox,bioblade,2018/05/02/11:35,2018/05/02/11:35,2018/05/02/11:35,1,3,3,Done,python
210457,dnabox,bioblade,2018/05/02/11:35,2018/05/02/11:35,2018/05/02/11:35,1,3,3,Done,python
210458,dnabox,bioblade,2018/05/02/11:35,2018/05/02/11:35,2018/05/02/11:35,1,5,5,Done,python
210459,dnabox,bioblade,2018/05/02/11:36,2018/05/02/11:36,2018/05/02/11:36,1,7,7,Done,python
210460,dnabox,bioblade,2018/05/02/11:36,2018/05/02/11:36,2018/05/02/11:36,1,6,6,Done,python
210461,dnabox,bioblade,2018/05/02/11:36,2018/05/02/11:36,2018/05/02/11:36,1,12,12,Done,python
210462,dnabox,bioblade,2018/05/02/11:36,2018/05/02/11:36,2018/05/02/11:36,1,2,2,Done,python
210463,dnabox,bioblade,2018/05/02/11:36,2018/05/02/11:36,2018/05/02/11:36,1,2,2,Done,python
210464,dnabox,bioblade,2018/05/02/11:36,2018/05/02/11:36,2018/05/02/11:36,1,3,3,Done,python
210465,dnabox,bioblade,2018/05/02/13:13,2018/05/02/13:13,2018/05/02/13:13,1,1,1,Done,python
210466,dnabox,bioblade,2018/05/02/13:16,2018/05/02/13:16,2018/05/02/13:17,1,6,6,Done,python
